original contig name	Isolation source	Completeness	Cenote-taker contig name	Length	Element Name	Topology	Common Viral Domains	ORF caller used	BLASTN result (if any)	GI	ref	taxid	Kingdom	Phylum	Class	Order	Family	Genus	Species	Protein	Coverage	Repetitive
contig_1545	unknown	unknown	NA	1183	dark_matter sp. cat1098	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1098	no protein	1	N
contig_1546	unknown	unknown	NA	1184	Ruminococcaceae sp. cat1504	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	541000	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	not classified	not classified	no protein	1	N
contig_1547	unknown	unknown	NA	1186	Bacteroides sp. cat1505	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	816	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	not classified	no protein	7	N
contig_1549	unknown	unknown	NA	1182	Firmicutes bacterium CAG:24 sp. cat1506	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1263012	Bacteria	Firmicutes	Firmicutes_undefined_class	Firmicutes_undefined_class_undefined_order	Firmicutes_undefined_class_undefined_order_undefined_family	Firmicutes_undefined_class_undefined_order_undefined_family_undefined_genus	Firmicutes bacterium CAG:24	no protein	1	N
contig_155	unknown	Partial genome (putative)	ct2_contig_dictionary607_vs01	5656	Podoviridae sp. ctwBf607	linear	3	Prodigal (meta)	no blastn	422936714	YP_007006982.1	1128071	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Podoviridae_undefined_genus	Podoviridae_undefined_genus_undefined_species	DNA polymerase	1	N
contig_1550	unknown	unknown	NA	1181	Flavobacteriales bacterium sp. cat1508	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2021391	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriales_undefined_family	Flavobacteriales_undefined_family_undefined_genus	Flavobacteriales bacterium	no protein	1	N
contig_1551	unknown	unknown	NA	1181	Propionibacterium sp. sp. cat1509	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1977903	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium sp.	no protein	1	N
contig_1552	unknown	unknown	NA	1186	dark_matter sp. cat1099	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1099	no protein	1	N
contig_1553	unknown	unknown	NA	1181	not classified sp. cat1510	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1	not classified	not classified	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_1554	unknown	unknown	NA	1178	not classified sp. cat1511	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_1555	unknown	unknown	NA	1178	Podoviridae sp. ctfa10 sp. cat1512	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2675447	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Podoviridae_undefined_genus	Podoviridae sp. ctfa10	no protein	1	N
contig_1556	unknown	unknown	NA	1176	not classified sp. cat1513	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1	not classified	not classified	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_1557	unknown	unknown	NA	1176	Bacteroidales sp. cat1514	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	171549	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	not classified	not classified	not classified	no protein	1	N
contig_1558	unknown	unknown	NA	1174	dark_matter sp. cat1100	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1100	no protein	3	N
contig_1559	unknown	unknown	NA	1175	Bacteroidales sp. cat1515	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	171549	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	not classified	not classified	not classified	no protein	1	N
contig_156	unknown	unknown	NA	5619	Prevotella sp. cat1516	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	838	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	not classified	no protein	1	N
contig_1560	unknown	unknown	NA	1175	Acinetobacter baumannii sp. cat1517	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	470	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	no protein	1	N
contig_1561	unknown	Partial genome (putative)	ct2_contig_dictionary620_vs01	1174	CrAss-like virus sp. ctXrH620	linear	1	Prodigal (meta)	no blastn	526178739	YP_008242318.1	1327990	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Podoviridae_undefined_genus	Podoviridae_undefined_genus_undefined_species	hypothetical protein Phi14:2_gp105	1	N
contig_1562	unknown	unknown	NA	1174	not classified sp. cat1518	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_1563	unknown	unknown	NA	1174	dark_matter sp. cat1102	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1102	no protein	1	N
contig_1564	unknown	unknown	NA	1194	dark_matter sp. cat1103	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1103	no protein	2	N
contig_1565	unknown	unknown	NA	1174	Bacteroidales sp. cat1519	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	171549	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	not classified	not classified	not classified	no protein	1	N
contig_1566	unknown	unknown	NA	1187	dark_matter sp. cat1104	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1104	no protein	2	N
contig_1567	unknown	unknown	NA	1187	not classified sp. cat1520	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	131567	not classified	not classified	not classified	not classified	not classified	not classified	not classified	no protein	2	N
contig_1568	unknown	unknown	NA	1173	not classified sp. cat1521	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_1569	unknown	unknown	NA	1173	Skunavirus sp. cat1522	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1623305	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	not classified	no protein	1	N
contig_157	unknown	Partial genome (putative)	ct2_contig_dictionary629_vs01	5599	Microviridae sp. ctGjl629	linear	3	Prodigal (meta)	no blastn	971765486	YP_009218538.1	1655644	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	replication protein VP4	1	N
contig_1570	unknown	unknown	NA	1173	Prevotella copri sp. cat1524	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	165179	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri	no protein	1	N
contig_1571	unknown	unknown	NA	1172	Veillonella sp. CAG:933 sp. cat1525	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1262980	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. CAG:933	no protein	1	N
contig_1572	unknown	unknown	NA	1172	Clostridiales sp. cat1526	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	186802	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	not classified	no protein	1	N
contig_1573	unknown	unknown	NA	1171	Flavonifractor sp. An82 sp. cat1527	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1965660	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	Flavonifractor sp. An82	no protein	1	N
contig_1574	unknown	unknown	NA	1153	Firmicutes sp. cat1528	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1239	Bacteria	Firmicutes	not classified	not classified	not classified	not classified	not classified	no protein	3	N
contig_1575	unknown	unknown	NA	1171	dark_matter sp. cat1105	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1105	no protein	1	N
contig_1576	unknown	unknown	NA	1171	Clostridiales sp. cat1529	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	186802	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	not classified	no protein	1	N
contig_1577	unknown	unknown	NA	1171	dark_matter sp. cat1106	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1106	no protein	1	N
contig_1578	unknown	unknown	NA	1170	Bacteroides sp. cat1530	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	816	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	not classified	no protein	1	N
contig_1579	unknown	unknown	NA	1170	not classified sp. cat1531	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_158	unknown	Partial genome (putative)	ct2_contig_dictionary640_vs01	5505	Inoviridae sp. ctIFv640	linear	2	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	10860	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Tubulavirales_undefined_family	Tubulavirales_undefined_family_undefined_genus	Tubulavirales_undefined_family_undefined_genus_undefined_species	no protein	1	N
contig_1580	unknown	Partial genome (putative)	ct2_contig_dictionary641_vs01	1170	Podoviridae sp. ctVlG641	linear	1	Prodigal (meta)	no blastn	971743633	YP_009198021.1	1734382	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Podoviridae_undefined_genus	Podoviridae_undefined_genus_undefined_species	lower collar protein	1	N
contig_1581	unknown	unknown	NA	1170	Clostridiales sp. cat1533	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	186802	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	not classified	no protein	1	N
contig_1582	unknown	Partial genome (putative)	ct2_contig_dictionary643_vs01	1170	Microviridae sp. ctteR643	linear	1	Prodigal (meta)	no blastn	1043372886	YP_009259742.1	1676182	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	major CP	1	N
contig_1583	unknown	unknown	NA	1169	Bacteriophage sp. sp. cat1535	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	38018	Viruses	Viruses_undefined_phylum	Viruses_undefined_phylum_undefined_class	Viruses_undefined_phylum_undefined_class_undefined_order	Viruses_undefined_phylum_undefined_class_undefined_order_undefined_family	Viruses_undefined_phylum_undefined_class_undefined_order_undefined_family_undefined_genus	Bacteriophage sp.	no protein	1	N
contig_1584	unknown	unknown	NA	1169	Firmicutes sp. cat1536	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1239	Bacteria	Firmicutes	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_1585	unknown	unknown	NA	1168	uncultured Blautia sp. sp. cat1537	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	765821	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	uncultured Blautia sp.	no protein	1	N
contig_1586	unknown	unknown	NA	1168	dark_matter sp. cat1108	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1108	no protein	1	N
contig_1587	unknown	unknown	NA	1158	not classified sp. cat1538	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	131567	not classified	not classified	not classified	not classified	not classified	not classified	not classified	no protein	2	N
contig_1588	unknown	unknown	NA	1177	dark_matter sp. cat1109	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1109	no protein	1	N
contig_1589	unknown	unknown	NA	1167	Clostridiales sp. cat1539	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	186802	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	not classified	no protein	1	N
contig_159	unknown	unknown	NA	5505	Alistipes onderdonkii sp. cat1540	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	328813	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes onderdonkii	no protein	2	N
contig_1590	unknown	Partial genome (putative)	ct2_contig_dictionary652_vs01	1167	Microviridae sp. ctPh2652	linear	0	Prodigal (meta)	no blastn	906476415	YP_009160410.1	1655661	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	DNA pilot protein VP2	1	N
contig_1591	unknown	unknown	NA	1174	Firmicutes sp. cat1542	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1239	Bacteria	Firmicutes	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_1592	unknown	unknown	NA	1167	Veillonella sp. CAG:933 sp. cat1543	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1262980	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. CAG:933	no protein	1	N
contig_1593	unknown	unknown	NA	1167	dark_matter sp. cat1110	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1110	no protein	1	N
contig_1594	unknown	Partial genome (putative)	ct2_contig_dictionary656_vs01	1166	Myoviridae sp. ct70w656	linear	1	Prodigal (meta)	no blastn	697424994	YP_009091832.1	1500713	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Myoviridae_undefined_genus	Myoviridae_undefined_genus_undefined_species	tail length tape measure protein	1	N
contig_1595	unknown	unknown	NA	1166	Prevotella sp. cat1545	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	838	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	not classified	no protein	1	N
